date,killed,injured,victims,state,city,address,incident,geolocation,congresional_district,assault_weapon,rifle,handgun_general,handgun_specific
2016-10-01,0,4,4,California,Fresno,3200 block of East Clay Avenue,http://www.gunviolencearchive.org/incident/668352,"36.7568, -119.771",Congressional District: 16,NA,NA,NA,NA
2016-09-29,1,3,4,California,San Francisco,400 block of Ellis Street,http://www.gunviolencearchive.org/incident/665995,"37.7849, -122.413",Congressional District: 12,NA,NA,NA,NA
2016-09-26,0,4,4,North Carolina,Winston Salem (Winston-salem),100 block of 5 Royales Dr,http://www.gunviolencearchive.org/incident/663624,"36.1144, -80.2452",Congressional District: 12,NA,NA,handgun,NA
2016-09-26,0,4,4,Texas,Humble,21219 Grand Linden Ct,http://www.gunviolencearchive.org/incident/663789,"30.022, -95.3124",Congressional District: 2,NA,NA,NA,NA
2016-09-26,1,6,7,Texas,Houston,5450 Weslayan St,http://www.gunviolencearchive.org/incident/663106,"29.7237, -95.4414",Congressional District: 7,Assault weapon,AR-15,NA,NA
2016-09-25,1,3,4,Illinois,Champaign,300 block of E. Green St,http://www.gunviolencearchive.org/incident/662548,"40.1102, -88.2354",Congressional District: 13,NA,NA,NA,NA
2016-09-24,0,8,8,Maryland,Baltimore,Greenmount Avenue and Preston Street,http://www.gunviolencearchive.org/incident/662342,"39.3048, -76.6082",Congressional District: 7,NA,NA,handgun,NA
2016-09-23,5,0,5,Washington,Burlington,201 Cascade Mall Dr,http://www.gunviolencearchive.org/incident/661703,"48.4646, -122.338",Congressional District: 2,NA,NA,NA,NA
2016-09-18,0,4,4,Pennsylvania,Philadelphia,3001 Castor Avenue,http://www.gunviolencearchive.org/incident/657854,"39.9833, -75.0838",Congressional District: 1,NA,NA,NA,NA
2016-09-18,1,3,4,Virginia,Lynchburg,421 Rivermont Ave,http://www.gunviolencearchive.org/incident/657863,"37.4222, -79.1502",Congressional District: 6,NA,NA,NA,NA
2016-09-18,0,4,4,Pennsylvania,Pittsburgh,1700 block of Brighton Place,http://www.gunviolencearchive.org/incident/658226,"40.4584, -80.0173",Congressional District: 14,NA,NA,NA,NA
2016-09-17,0,6,6,Florida,Miami,20582 SW 119th Ave,http://www.gunviolencearchive.org/incident/659289,"25.5846, -80.3855",Congressional District: 26,NA,NA,NA,NA
2016-09-17,1,6,7,Florida,Orlando,3918 Columbia St,http://www.gunviolencearchive.org/incident/657136,"28.5269, -81.4243",Congressional District: 5,NA,NA,NA,NA
2016-09-17,2,2,4,Indiana,Indianapolis,2016 West 76th Street,http://www.gunviolencearchive.org/incident/657151,"39.8909, -86.1968",Congressional District: 5,NA,NA,NA,NA
2016-09-17,2,7,9,District of Columbia,Washington,2600 block of Birney Place SE,http://www.gunviolencearchive.org/incident/657634,"38.8583, -76.9966",Congressional District: 1,NA,NA,NA,NA
2016-09-16,2,5,7,Pennsylvania,Philadelphia,5100 block of Sansom St,http://www.gunviolencearchive.org/incident/657023,"39.9575, -75.2234",Congressional District: 2,NA,NA,NA,9mm
2016-09-16,2,2,4,California,Los Angeles (Hollywood),555 N Heliotrope Dr,http://www.gunviolencearchive.org/incident/656991,"34.0797, -118.295",Congressional District: 28,NA,NA,NA,NA
2016-09-14,1,3,4,Texas,Humble,16000 block of Saybrook,http://www.gunviolencearchive.org/incident/655512,"29.9586, -95.3023",Congressional District: 18,NA,NA,NA,NA
2016-09-13,3,2,5,Indiana,Fort Wayne,1723 E Wayne St,http://www.gunviolencearchive.org/incident/654087,"41.0803, -85.1155",Congressional District: 3,NA,NA,NA,NA
2016-09-11,3,1,4,Indiana,Fort Wayne,3006 Holton Avenue,http://www.gunviolencearchive.org/incident/652642,"41.0574, -85.1186",Congressional District: 3,NA,NA,NA,NA
2016-09-11,1,5,6,Louisiana,New Orleans,2349 S Claiborne Ave,http://www.gunviolencearchive.org/incident/653077,"29.9447, -90.0911",Congressional District: 2,NA,NA,NA,NA
2016-09-11,1,3,4,New Jersey,Jersey City,87 Van Wagenen Ave,http://www.gunviolencearchive.org/incident/652759,"40.7332, -74.07",Congressional District: 10,NA,NA,NA,NA
2016-09-11,0,6,6,Missouri,Kansas City,500 block of Westport Rd,http://www.gunviolencearchive.org/incident/652584,"39.0529, -94.5917",Congressional District: 5,NA,NA,NA,NA
2016-09-11,0,5,5,Michigan,Saginaw,2207 Pierce Road,http://www.gunviolencearchive.org/incident/652561,"43.5085, -83.9589",Congressional District: 4,NA,NA,NA,NA
2016-09-11,0,5,5,North Carolina,New Bern,1100 block of Highway 70,http://www.gunviolencearchive.org/incident/652606,"35.08, -77.0298",Congressional District: 3,NA,NA,NA,NA
2016-09-10,1,3,4,Florida,Miami,3451 Northwest 36 Street,http://www.gunviolencearchive.org/incident/652175,"25.809, -80.2516",Congressional District: 27,NA,NA,NA,NA
2016-09-08,4,0,4,Texas,Del Valle,8330 Linden Rd,http://www.gunviolencearchive.org/incident/651957,"30.1343, -97.5936",Congressional District: 35,NA,NA,NA,NA
2016-09-08,1,4,5,Arkansas,Hot Springs National Park (Hot Springs),300 block of Lacey St,http://www.gunviolencearchive.org/incident/651434,"34.4989, -93.0754",Congressional District: 4,NA,NA,NA,NA
2016-09-05,2,3,5,Illinois,Chicago,2700 block of W Lexington Ave,http://www.gunviolencearchive.org/incident/648884,"41.8723, -87.6937",Congressional District: 7,NA,NA,NA,NA
2016-09-05,0,4,4,Pennsylvania,Reading,600 block of Moss Street,http://www.gunviolencearchive.org/incident/648490,"40.3444, -75.9189",Congressional District: 16,NA,NA,NA,NA
2016-09-04,1,10,11,Virginia,Roanoke,1020 Orange Ave NE,http://www.gunviolencearchive.org/incident/647865,"37.2838, -79.9227",Congressional District: 6,NA,NA,NA,NA
2016-09-03,0,4,4,Illinois,Chicago,100 block of North Seeley Avenue,http://www.gunviolencearchive.org/incident/646855,"41.9706, -87.6805",Congressional District: 5,NA,NA,NA,NA
2016-09-03,1,3,4,North Carolina,Wilmington,600 block of North 30th Street,http://www.gunviolencearchive.org/incident/646995,"34.2462, -77.9072",Congressional District: 3,NA,NA,NA,NA
2016-08-30,0,4,4,Georgia,Atlanta,400 Merritts Avenue NE,http://www.gunviolencearchive.org/incident/644723,"33.7691, -84.3735",Congressional District: 5,Assault weapon,AR-15,NA,NA
2016-08-30,0,4,4,Illinois,Chicago (Englewood),6800 block of South Ashland,http://www.gunviolencearchive.org/incident/643824,"41.7702, -87.6643",Congressional District: 7,NA,NA,NA,NA
2016-08-29,1,5,6,New Jersey,Egg Harbor City,907 White Horse Pike,http://www.gunviolencearchive.org/incident/641732,"39.5265, -74.6439",Congressional District: 2,Assault weapon,AR-15,handgun,NA
2016-08-29,5,0,5,California,Temecula,41450 Cruz Way,http://www.gunviolencearchive.org/incident/684389,"33.5196, -117.032",Congressional District: 42,NA,NA,NA,NA
2016-08-28,0,6,6,Texas,Lubbock,2200 block of 17th St,http://www.gunviolencearchive.org/incident/641419,"33.5809, -101.918",Congressional District: 19,NA,NA,NA,NA
2016-08-28,0,4,4,New York,Bronx,514 E 156th St,http://www.gunviolencearchive.org/incident/640677,"40.8194, -73.9114",Congressional District: 15,NA,NA,NA,NA
2016-08-28,2,2,4,Missouri,Saint Louis,S Grand Blvd and Montana St,http://www.gunviolencearchive.org/incident/640689,"38.5837, -90.2447",Congressional District: 1,NA,NA,NA,NA
2016-08-28,0,5,5,Alabama,Dadeville,512 E Columbus St,http://www.gunviolencearchive.org/incident/640861,"32.8307, -85.7612",Congressional District: 3,NA,NA,NA,NA
2016-08-27,1,6,7,Alabama,Bessemer (Brighton),3810 7th Ave,http://www.gunviolencearchive.org/incident/640500,"33.4414, -86.951",Congressional District: 7,NA,NA,Handgun,NA
2016-08-27,2,4,6,Florida,Miami,1900 block of NW 83rd Terr,http://www.gunviolencearchive.org/incident/640203,"25.8505, -80.2298",Congressional District: 24,NA,NA,NA,NA
2016-08-25,0,5,5,New Jersey,Bridgeton,Marion Street,http://www.gunviolencearchive.org/incident/640901,"39.4318, -75.2289",Congressional District: 2,NA,NA,NA,NA
2016-08-21,0,13,13,Connecticut,Bridgeport,19 Plymouth St,http://www.gunviolencearchive.org/incident/634787,"41.1981, -73.1753",Congressional District: 4,NA,NA,handgun,NA
2016-08-21,0,4,4,Massachusetts,Boston,Westview and Stratton Street,http://www.gunviolencearchive.org/incident/634889,"42.2911, -71.0888",Congressional District: 7,NA,NA,NA,NA
2016-08-20,0,5,5,Washington,Tacoma,900 block of Pacific Avenue,http://www.gunviolencearchive.org/incident/634731,"47.2554, -122.439",Congressional District: 6,NA,NA,NA,NA
2016-08-20,0,4,4,Connecticut,Hamden,903 Dixwell Ave,http://www.gunviolencearchive.org/incident/634238,"41.3376, -72.9351",Congressional District: 3,NA,NA,NA,NA
2016-08-20,5,0,5,Alabama,Citronelle,Jim Platt Road,http://www.gunviolencearchive.org/incident/634819,"31.05, -88.3088",Congressional District: 1,NA,NA,NA,NA
2016-08-18,0,4,4,Connecticut,Waterbury,402 E Main Street,http://www.gunviolencearchive.org/incident/632747,"41.5543, -73.0338",Congressional District: 5,NA,NA,NA,NA
2016-08-17,0,4,4,California,Oakland,Mandela Parkway,http://www.gunviolencearchive.org/incident/632753,"37.8153, -122.29",Congressional District: 13,NA,NA,NA,NA
2016-08-14,0,4,4,Virginia,Norfolk,1600 block of Selden Avenue,http://www.gunviolencearchive.org/incident/630007,"36.8273, -76.2677",Congressional District: 3,NA,NA,NA,NA
2016-08-14,0,5,5,Minnesota,Minneapolis,1717 Plymouth Ave N,http://www.gunviolencearchive.org/incident/629415,"44.9914, -93.3021",Congressional District: 5,NA,NA,NA,NA
2016-08-13,0,4,4,California,Los Angeles,6300 block of 11th Avenue,http://www.gunviolencearchive.org/incident/629663,"33.9828, -118.329",Congressional District: 37,NA,NA,NA,NA
2016-08-13,2,2,4,Wisconsin,Milwaukee,4001 West Fond Du Lac Ave,http://www.gunviolencearchive.org/incident/628570,"43.0799, -87.9637",Congressional District: 4,NA,NA,NA,NA
2016-08-13,0,4,4,New York,Richmond Hill,Jamaica Ave and 105th St,http://www.gunviolencearchive.org/incident/628623,"40.6952, -73.842",Congressional District: 5,NA,NA,NA,NA
2016-08-13,0,4,4,Missouri,Joplin,1800 Connecticut Ave,http://www.gunviolencearchive.org/incident/628635,"37.0713, -94.4943",Congressional District: 7,NA,NA,handgun,NA
2016-08-12,1,3,4,Florida,Jacksonville,100 block of West 38th Street,http://www.gunviolencearchive.org/incident/628178,"30.368, -81.6548",Congressional District: 5,NA,NA,NA,NA
2016-08-12,1,3,4,Texas,Dallas,10921 Estate Ln,http://www.gunviolencearchive.org/incident/627519,"32.8804, -96.6979",Congressional District: 32,NA,NA,NA,NA
2016-08-11,0,4,4,Pennsylvania,Philadelphia,500 block of E Ashmead St,http://www.gunviolencearchive.org/incident/627757,"40.0373, -75.1606",Congressional District: 2,Assault weapon,AR-15,NA,NA
2016-08-10,0,4,4,Illinois,Evanston,Foster Street and Jackson Avenue,http://www.gunviolencearchive.org/incident/626153,"42.0539, -87.6928",Congressional District: 9,NA,NA,NA,NA
2016-08-10,1,3,4,California,Sacramento,4000 Green Tree Drive,http://www.gunviolencearchive.org/incident/626960,"38.4987, -121.458",Congressional District: 6,NA,NA,NA,NA
2016-08-08,2,2,4,New Mexico,Albuquerque,341 General Marshall Street NE,http://www.gunviolencearchive.org/incident/625735,"35.0786, -106.549",Congressional District: 1,NA,NA,NA,NA
2016-08-08,0,7,7,Florida,Jacksonville,1214 Labelle St,http://www.gunviolencearchive.org/incident/624273,"30.3022, -81.7334",Congressional District: 5,NA,NA,NA,NA
2016-08-07,1,3,4,California,Los Angeles,5925 South Figueroa Street,http://www.gunviolencearchive.org/incident/624156,"33.9866, -118.283",Congressional District: 37,NA,NA,NA,NA
2016-08-07,1,3,4,Mississippi,Vicksburg,4460 Clay St,http://www.gunviolencearchive.org/incident/624046,"32.3433, -90.8394",Congressional District: 2,NA,NA,Handgun,NA
2016-08-07,2,2,4,Colorado,Arvada,5400 block of Sheridan Boulevard,http://www.gunviolencearchive.org/incident/623523,"39.7946, -105.053",Congressional District: 7,NA,NA,NA,NA
2016-08-07,0,4,4,Illinois,Chicago,100 block of South Springfield,http://www.gunviolencearchive.org/incident/623439,"41.7741, -87.7202",Congressional District: 3,NA,NA,NA,NA
2016-08-06,5,0,5,Pennsylvania,Reading (Sinking Spring),51 Winding Brook Drive,http://www.gunviolencearchive.org/incident/623195,"40.33, -76.0256",Congressional District: 16,NA,NA,NA,NA
2016-08-05,1,3,4,Michigan,Pontiac,70 block of Thorpe Street,http://www.gunviolencearchive.org/incident/624057,"42.6377, -83.3116",Congressional District: 14,NA,NA,NA,NA
2016-08-05,2,2,4,California,Perris,21600 block of Rider St,http://www.gunviolencearchive.org/incident/622500,"33.83, -117.285",Congressional District: 41,NA,NA,NA,NA
2016-08-04,0,4,4,Tennessee,Memphis,Ayers Street and Griffith Avenue,http://www.gunviolencearchive.org/incident/621232,"35.1614, -90.0277",Congressional District: 9,NA,NA,NA,NA
2016-08-03,1,3,4,Georgia,Decatur,4110 Glenwood Road,http://www.gunviolencearchive.org/incident/620247,"33.738, -84.2498",Congressional District: 4,NA,NA,NA,NA
2016-08-02,0,4,4,Florida,Hollywood (West Park),5700 block of Hallandale Beach Blvd,http://www.gunviolencearchive.org/incident/619708,"25.9842, -80.2004",Congressional District: 24,NA,NA,NA,NA
2016-08-01,0,4,4,Indiana,Evansville,South Bedford Avenue,http://www.gunviolencearchive.org/incident/619408,"37.9644, -87.5498",Congressional District: 8,NA,NA,NA,NA
2016-07-31,3,1,4,Florida,Miami,Southwest 203rd Terrace and 115th Avenue,http://www.gunviolencearchive.org/incident/617789,"25.5776, -80.3789",Congressional District: 26,NA,NA,NA,NA
2016-07-31,1,4,5,Texas,Austin,208 E 6th St,http://www.gunviolencearchive.org/incident/617607,"30.2678, -97.7407",Congressional District: 21,NA,NA,handgun,NA
2016-07-30,0,5,5,Missouri,Saint Louis,5000 block of Kensington Ave,http://www.gunviolencearchive.org/incident/617712,"38.6539, -90.2633",Congressional District: 1,NA,NA,NA,NA
2016-07-30,0,5,5,Georgia,Townsend (Eulonia),14699 Highway 17,http://www.gunviolencearchive.org/incident/618321,"31.5211, -81.4329",Congressional District: 1,NA,NA,NA,NA
2016-07-30,3,1,4,Washington,Mukilteo,10009 Chennault Beach,http://www.gunviolencearchive.org/incident/616948,"47.9005, -122.323",Congressional District: 2,Assault weapon,AR-15,NA,NA
2016-07-29,0,7,7,Georgia,Athens,Trail Creek St,http://www.gunviolencearchive.org/incident/617334,"33.9664, -83.358",Congressional District: 10,NA,NA,NA,NA
2016-07-28,0,5,5,New York,Elmira,303 College Ave,http://www.gunviolencearchive.org/incident/615109,"42.0898, -76.8105",Congressional District: 23,NA,NA,NA,NA
2016-07-28,0,4,4,Maryland,Baltimore,Greenmount Avenue,http://www.gunviolencearchive.org/incident/615328,"39.3189, -76.6095",Congressional District: 7,NA,NA,NA,NA
2016-07-28,2,2,4,Illinois,Chicago,800 block of West 50th Place,http://www.gunviolencearchive.org/incident/615024,"41.8013, -87.7141",Congressional District: 4,NA,NA,NA,NA
2016-07-25,2,19,21,Florida,Fort Myers,3580 Evans Ave,http://www.gunviolencearchive.org/incident/611479,"26.612, -81.86",Congressional District: 19,Assault weapon,AR-15,Handgun,NA
2016-07-24,1,7,8,Ohio,Hamilton,1555 Main St,http://www.gunviolencearchive.org/incident/610584,"39.427, -84.5975",Congressional District: 8,Assault weapon,AR-15,NA,NA
2016-07-23,0,4,4,South Carolina,North Charleston,3630 Ashley Phosphate Road,http://www.gunviolencearchive.org/incident/610756,"32.9271, -80.0791",Congressional District: 6,NA,NA,NA,NA
2016-07-23,0,4,4,New York,Brooklyn,Fountain Avenue,http://www.gunviolencearchive.org/incident/613805,"40.6658, -73.8711",Congressional District: 8,NA,NA,NA,NA
2016-07-23,2,2,4,Ohio,Cincinnati,3400 block of Beekman Street,http://www.gunviolencearchive.org/incident/610093,"39.1491, -84.5512",Congressional District: 1,NA,NA,NA,NA
2016-07-23,4,1,5,Texas,Bastrop,202 Childers Drive,http://www.gunviolencearchive.org/incident/610379,"30.1029, -97.3288",Congressional District: 10,NA,NA,NA,NA
2016-07-22,0,5,5,Illinois,Kankakee,300 block of North Wildwood Avenue,http://www.gunviolencearchive.org/incident/610402,"41.1219, -87.8536",Congressional District: 2,NA,NA,NA,NA
2016-07-21,0,5,5,Illinois,Chicago,4400 block of South Leamington,http://www.gunviolencearchive.org/incident/609402,"41.8128, -87.7522",Congressional District: 3,NA,NA,NA,NA
2016-07-20,0,4,4,California,Fresno,Hedges at Peach and Olive,http://www.gunviolencearchive.org/incident/608787,"36.7468, -119.773",Congressional District: 16,NA,NA,NA,NA
2016-07-19,0,4,4,Arkansas,West Memphis,13th Street and Tyler Avenue,http://www.gunviolencearchive.org/incident/607265,"35.1433, -90.1688",Congressional District: 1,NA,NA,NA,NA
2016-07-17,4,3,7,Louisiana,Baton Rouge,9611 Airline Highway,http://www.gunviolencearchive.org/incident/604762,"30.4334, -91.0817",Congressional District: 6,Assault weapon,AR-15,handgun,9mm
2016-07-17,1,3,4,Texas,Houston,6610 Tidwell,http://www.gunviolencearchive.org/incident/605475,"29.8484, -95.3033",Congressional District: 18,NA,NA,NA,NA
2016-07-17,0,4,4,Michigan,Detroit,Grand River and McGraw avenue,http://www.gunviolencearchive.org/incident/605367,"42.3534, -83.1009",Congressional District: 13,NA,NA,NA,NA
2016-07-16,0,5,5,Texas,Dallas,6300 block of Benavides Drive,http://www.gunviolencearchive.org/incident/604459,"32.7154, -96.7141",Congressional District: 30,NA,NA,NA,NA
2016-07-16,0,5,5,Ohio,Cleveland,5000 block of Euclid Avenue,http://www.gunviolencearchive.org/incident/604275,"41.5036, -81.6538",Congressional District: 11,NA,NA,NA,NA
2016-07-16,0,4,4,California,San Bernardino,1200 block of West 25th Street,http://www.gunviolencearchive.org/incident/605005,"34.1389, -117.31",Congressional District: 31,NA,NA,NA,NA
2016-07-16,1,14,15,California,Bakersfield,621 Stephens Drive,http://www.gunviolencearchive.org/incident/604233,"35.3481, -119.036",Congressional District: 23,NA,NA,NA,NA
2016-07-16,0,6,6,Tennessee,Clarksville,1348 College Street,http://www.gunviolencearchive.org/incident/604175,"36.5377, -87.3377",Congressional District: 7,NA,NA,NA,NA
2016-07-15,3,1,4,Washington,Woodland,4006 NW 417th Street,http://www.gunviolencearchive.org/incident/604207,"45.9199, -122.728",Congressional District: 3,NA,NA,NA,NA
2016-07-14,3,1,4,Texas,Crosby,400 block of Pecan Avenue,http://www.gunviolencearchive.org/incident/603475,"29.8724, -95.0662",Congressional District: 36,NA,NA,NA,NA
2016-07-14,0,4,4,California,Oakland,1600 block of 7th Street,http://www.gunviolencearchive.org/incident/603733,"37.8063, -122.298",Congressional District: 13,NA,NA,NA,NA
2016-07-14,1,3,4,Ohio,Akron,900 block of Moeller Avenue,http://www.gunviolencearchive.org/incident/603738,"41.0692, -81.5449",Congressional District: 11,NA,NA,NA,NA
2016-07-13,0,5,5,Georgia,Warner Robins,105 Magnolia Avenue,http://www.gunviolencearchive.org/incident/602810,"32.6435, -83.6157",Congressional District: 8,NA,NA,NA,NA
2016-07-13,2,2,4,Missouri,Saint Louis,3000 block of Miami St,http://www.gunviolencearchive.org/incident/602765,"38.5905, -90.2344",Congressional District: 1,NA,NA,NA,NA
2016-07-11,0,5,5,Maryland,Baltimore,1800 block of W. North Avenue,http://www.gunviolencearchive.org/incident/600798,"39.3101, -76.6466",Congressional District: 7,NA,NA,NA,NA
2016-07-11,0,4,4,Michigan,Jackson,500 block of Summit Avenue,http://www.gunviolencearchive.org/incident/601119,"42.2466, -84.3881",Congressional District: 7,NA,NA,handgun,NA
